job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
717787,hradept of social services,2,rap unit supervisor,01,administration human resources social services,experienced nonmanager,60275.0,95392.0,annual,,2025-03-07,
720262,off of payroll administration,1,citywide systems maintenance team member,00,technology data innovation,experienced nonmanager,79473.0,109000.0,annual,,,
727150,dept of design construction,1,senior data management analyst,00,administration human resources,experienced nonmanager,79473.0,91613.0,annual,candidate must have strong verbal written analytical tracking and customer service skills preference will be given to candidates who can manage multiple priorities in a fastpaced environment and exercise confidentiality experience with nyc human resources policies and procedures are strongly preferred as well as experience with nyc personnel systems pms nycaps chrms and prise intermediate proficiency in microsoft office suite including excel and visio is a plus,,
690423,dept of citywide admin svcs,1,application developer team lead,00,technology data innovation,experienced nonmanager,75000.0,143756.0,annual,experience in performance tuning query optimization and other performance and troubleshooting tools experience in system and data mapping and conversion preferred any experience with cobol sas rexx net may be helpful experience using project sharepoint andor ms onedrive site for project artifacts devopsjira experience is preferred,2025-05-09,2025-10-21
716644,dept of youth comm dev srvs,1,youth apprentice high school student aide,00,technology data innovation,student,16.5,19.5,hourly,high schoolcollege majors computer science computer technology computer engineering computer hardwaresoftware support electrical engineering information technology experience with microsoft applications and programming customer service experience,,
716500,department of correction,1,deputy commissioner budget finance,m6,finance accounting procurement,manager,113690.0,269574.0,annual,,2025-06-06,
683201,dept of healthmental hygiene,1,laboratory associate bureau of the public health laboratory,02,health,experienced nonmanager,53580.0,53580.0,annual,,2024-09-10,2025-10-09
705614,dept of healthmental hygiene,1,data research scientist bureau of brooklyn neighborhood health,02,policy research analysis,experienced nonmanager,84981.0,97728.0,annual,,,2026-04-30
729081,dept of design construction,1,program executive,m2,engineering architecture planning,manager,75443.0,170367.0,annual,candidate should possess 20 years of supervisory and managerial experience with the operation design and construction of buildings in new york city experience in high rise construction experience in both administration of new construction and demolition work in the public sector institutional or commercial buildings and excellent verbal and written communication skills familiarity with design build project delivery processes and procedures preferred,,
690959,dept of environment protection,1,ehs emergency response and support,00,public safety inspections enforcement,experienced nonmanager,583.36,583.36,daily,,2025-08-01,
711772,dept of healthmental hygiene,1,educator trainer bureau of tuberculosis control,02,policy research analysis,experienced nonmanager,84981.0,84981.0,annual,,,2026-04-22
715597,dept of healthmental hygiene,1,senior wellness advocate supervisor bureau of alcohol and drug use prevention care and treatment,02,health policy research analysis,experienced nonmanager,84981.0,100904.0,annual,,,2026-05-28
733741,dept of healthmental hygiene,1,community events coordinator bureau of equitable health systems,00,health,experienced nonmanager,62868.0,72298.0,annual,,2025-08-09,2026-09-08
710486,dept of design construction,1,revenue analyst,00,finance accounting procurement,experienced nonmanager,60889.0,72499.0,annual,candidate must have proficiency with ms word and ms excel excellent organizational verbal and written skills knowledge of fms is preferable,,
684840,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,,
706283,dept of healthmental hygiene,1,executive assistant office of chief operating officer,03,administration human resources health,experienced nonmanager,66062.0,75971.0,annual,,2025-10-03,2026-03-10
723092,dept of healthmental hygiene,1,training coordinator bureau of public health clinics,01,policy research analysis,experienced nonmanager,74536.0,74536.0,annual,,2025-01-08,2026-08-01
727600,nyc housing authority,1,secretary,04,administration human resources building operations maintenance,entrylevel,46503.0,53479.0,annual,1 knowledge of maximo excel and word 2 selected candidate must be very organized,2025-03-09,2025-09-23
696527,dept of healthmental hygiene,1,scientist water ecologist bureau of environmental sciences and engineering,03,health public safety inspections enforcement,experienced nonmanager,74144.0,85266.0,annual,,2025-08-01,2026-01-08
735740,dept of healthmental hygiene,1,cognitive health coordinator bureau of equitable health systems,01,policy research analysis,experienced nonmanager,74536.0,74536.0,annual,,,2026-09-15
695850,dept of healthmental hygiene,1,assistant commissioner of brooklyn neighborhood health,m4,health,experienced nonmanager,91090.0,202000.0,annual,,2025-06-01,2026-01-06
714604,financial info svcs agency,1,disaster recovery analyst,01,technology data innovation,experienced nonmanager,48838.0,64000.0,annual,,,
711489,dept of healthmental hygiene,1,cyber risk analyst office of chief information officer,00,technology data innovation,experienced nonmanager,75000.0,130000.0,annual,,,2025-10-15
726740,dept of environment protection,2,payment specialist,02,finance accounting procurement,experienced nonmanager,57370.0,92708.0,annual,,,
708302,dept of homeless services,4,peace officer,00,public safety inspections enforcement social services,entrylevel,38064.0,54862.0,annual,,2025-02-04,
684938,dept of environment protection,2,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
715568,dept of healthmental hygiene,1,project manager bureau of mental hygieneadministration,03,policy research analysis,experienced nonmanager,95070.0,112883.0,annual,,,2026-05-28
